,date,likes,reposts,views,comments,attachments,text
182936,1703152980,667,136,17077,4,1,"23 декабря, козерог"
182920,1703149380,406,119,11910,2,1,"22 декабря, водолей"
182904,1703146500,1037,153,19075,3,1,"22 декабря, рыбы"
182832,1703099700,192,51,12641,15,1,"22 декабря, овен"
182826,1703096100,712,144,17869,2,1,"22 декабря, телец"
182816,1703092500,785,75,17319,6,1,"22 декабря, близнецы"
182810,1703088900,730,153,17952,6,1,"22 декабря, рак"
182808,1703085300,1195,263,21281,3,1,"22 декабря, лев"
182800,1703081700,1987,261,32596,1,1,"22 декабря, дева"
182789,1703078100,23066,5166,434810,331,1,"22 декабря, весы"
182779,1703074607,450,81,17035,8,1,"22 декабря, скорпион"
182775,1703070180,1255,168,25501,3,1,"21 декабря, стрелец"
182767,1703066580,314,138,13040,7,1,"21 декабря, козерог"
182760,1703062980,1371,340,29132,9,1,"21 декабря, водолей"
182754,1703058932,428,261,15569,2,2,"21 декабря, рыбы"
182728,1703012580,539,100,15281,7,1,"20 декабря, овен"
182724,1703008980,433,85,18818,5,1,"20 декабря, телец"
182723,1703005380,1674,264,25034,2,1,"20 декабря, близнецы"
182720,1703001780,613,145,19032,3,1,"20 декабря, рак"
182717,1702998180,801,175,17178,6,1,"20 декабря, лев"
182714,1702994580,1552,313,32579,4,1,"20 декабря, дева"
182710,1702990980,1492,269,28789,8,1,"20 декабря, весы"
182705,1702987380,447,78,13500,8,1,"20 декабря, скорпион"
182696,1702983780,2309,514,50273,6,1,"20 декабря, стрелец"
182692,1702980180,657,128,18949,4,1,"20 декабря, козерог"
182691,1702976580,493,145,15428,1,1,"20 декабря, водолей"
182677,1702973976,2314,419,52613,7,1,"20 декабря, рыбы"
182668,1702926120,1552,454,29758,8,1,"19 декабря, овен"
182666,1702922520,2162,365,36707,1,1,"19 декабря, телец"
182663,1702918920,517,176,17417,2,1,"19 декабря, близнецы"
182662,1702915320,953,143,20305,1,1,"19 декабря, рак"
182654,1702911720,417,96,11021,2,1,"19 декабря, лев"
182648,1702908121,220,57,11594,2,1,"19 декабря, дева"
182639,1702904520,582,106,14082,4,1,"19 декабря, весы"
182628,1702900920,569,105,17218,10,1,"19 декабря, скорпион"
182620,1702897320,2021,340,34213,13,1,"19 декабря, стрелец"
182612,1702893720,1017,141,19595,10,1,"19 декабря, козерог"
182607,1702890120,519,247,13021,7,1,"19 декабря, водолей"
182586,1702886635,1072,242,24367,7,1,"19 декабря, рыбы"
182574,1702836420,1305,182,25619,7,1,"18 декабря, овен"
182571,1702832820,636,156,13086,5,1,"18 декабря, телец"
182566,1702829220,634,114,17833,4,1,"18 декабря, близнецы"
182562,1702825620,100,50,10139,4,1,"18 декабря, рак"
182560,1702822020,466,133,14077,1,1,"18 декабря, лев"
182557,1702818420,375,81,11462,1,1,"18 декабря, дева"
182554,1702814820,540,115,12666,1,1,"18 декабря, весы"
182551,1702811220,307,73,9204,3,1,"18 декабря, скорпион"
182548,1702807620,378,82,16494,3,1,"18 декабря, стрелец"
182543,1702804020,1056,118,21708,2,1,"18 декабря, козерог"
182542,1702800420,246,61,10335,1,1,"18 декабря, водолей"
182539,1702796820,387,71,8126,0,1,"18 декабря, рыбы"
182523,1702753620,395,73,9788,3,1,"17 декабря, овен"
182520,1702750020,304,113,9727,1,1,"17 декабря, телец"
182514,1702746420,519,96,11697,3,1,"17 декабря, близнецы"
182512,1702742820,1737,335,30116,4,1,"17 декабря, рак"
182507,1702739220,547,68,11386,5,1,"17 декабря, лев"
182501,1702735620,317,61,8032,4,1,"17 декабря, дева"
182495,1702732020,344,86,12320,7,1,"17 декабря, весы"
182489,1702724820,298,79,9063,4,1,"17 декабря, скорпион"
182485,1702721220,243,68,11949,3,1,"17 декабря, стрелец"
182483,1702717620,218,62,10730,4,1,"17 декабря, козерог"
182481,1702714020,885,173,20969,1,1,"17 декабря, водолей"
182480,1702710420,491,56,18204,1,1,"17 декабря, рыбы"
182457,1702670820,1112,203,26393,10,1,"16 декабря, овен"
182454,1702667220,857,138,22935,0,1,"16 декабря, телец"
182452,1702663620,416,74,17164,2,1,"16 декабря, близнецы"
182449,1702660020,183,74,19120,4,1,"16 декабря, рак"
182448,1702656420,665,78,22852,2,1,"16 декабря, лев"
182443,1702652820,429,70,10084,6,1,"16 декабря, дева"
182440,1702649220,149,29,12447,2,1,"16 декабря, весы"
182438,1702645620,321,60,8494,0,1,"16 декабря, скорпион"
182435,1702643400,208,42,8622,3,1,"16 декабря, стрелец"
182428,1702638420,311,90,7225,0,1,"16 декабря, козерог"
182389,1702634868,482,106,10008,5,1,"16 декабря, водолей"
182382,1702631956,1099,196,19986,4,1,"16 декабря, рыбы"
182361,1702580580,1442,285,24150,8,1,"15 декабря, овен"
182355,1702576980,444,90,14357,4,1,"15 декабря, телец"
182345,1702573380,787,164,17894,7,1,"15 декабря, близнецы"
182344,1702569780,590,124,11299,1,1,"15 декабря, рак"
182338,1702566180,552,121,15363,0,1,"15 декабря, лев"
182330,1702562580,471,194,13244,7,1,"15 декабря, дева"
182328,1702558980,759,149,15025,3,1,"15 декабря, весы"
182324,1702555380,622,195,14753,6,1,"15 декабря, скорпион"
182320,1702551780,407,88,10710,1,1,"15 декабря, стрелец"
182317,1702548180,890,181,21593,7,1,"15 декабря, козерог"
182311,1702544580,402,78,11722,7,1,"15 декабря, водолей"
182298,1702541492,1136,271,19077,2,1,"15 декабря, рыбы"
182278,1702494840,816,143,20593,5,1,"14 декабря, овен"
182254,1702491240,2202,436,36963,10,1,"14 декабря, телец"
182249,1702487640,327,106,10670,0,1,"14 декабря, близнецы"
182244,1702484040,1566,169,20703,28,1,"14 декабря, рак"
182242,1702480440,335,116,13124,0,1,"14 декабря, лев"
182239,1702476840,570,155,14671,2,1,"14 декабря, дева"
182237,1702473240,862,176,15791,1,1,"14 декабря, весы"
182236,1702469640,494,86,10583,1,1,"14 декабря, скорпион"
182232,1702466040,196,79,12480,6,1,"14 декабря, стрелец"
182225,1702462440,520,87,10293,4,1,"14 декабря, козерог"
182224,1702458840,912,146,17232,2,1,"14 декабря, водолей"
182209,1702455325,2053,313,34105,3,1,"14 декабря, рыбы"
182171,1702407780,741,299,27043,6,1,"13 декабря, овен"
182166,1702404180,979,145,32596,7,1,"13 декабря, телец"
182160,1702400580,483,101,12303,2,1,"13 декабря, близнецы"
182148,1702396980,2155,334,31096,7,1,"13 декабря, рак"
182146,1702393380,1159,307,17993,1,1,"13 декабря, лев"
182143,1702389780,1196,344,20242,3,1,"13 декабря, дева"
182134,1702386180,1512,202,25694,19,1,"13 декабря, весы"
182121,1702382580,330,53,10585,25,1,"13 декабря, скорпион"
182115,1702378980,707,221,20065,4,1,"13 декабря, стрелец"
182109,1702375380,1747,412,27374,2,1,"13 декабря, козерог"
182101,1702371780,1242,390,25526,8,1,"13 декабря, водолей"
182096,1702368180,2048,323,36691,18,1,"13 декабря, рыбы"
182063,1702321980,4909,749,113215,10,1,"12 декабря, овен"
182062,1702318380,657,142,13665,2,1,"12 декабря, телец"
182061,1702314780,617,134,15137,1,1,"12 декабря, близнецы"
182054,1702311180,386,72,14128,0,1,"12 декабря, рак"
182049,1702307580,1321,337,21113,14,1,"12 декабря, лев"
182044,1702303980,420,100,10419,5,1,"12 декабря, дева"
182035,1702300380,782,115,14843,11,1,"12 декабря, весы"
182033,1702296780,1254,264,22677,11,1,"12 декабря, стрелец"
182029,1702293180,440,59,9228,3,1,"12 декабря, скорпион"
182026,1702289580,434,86,10137,4,1,"12 декабря, козерог"
182023,1702285980,506,133,11220,2,1,"12 декабря, водолей"
182009,1702282485,1191,106,18839,1,1,"12 декабря, рыбы"
181996,1702234980,1082,169,20885,3,1,"11 декабря, овен"
181995,1702231380,999,175,18588,3,1,"11 декабря, телец"
181991,1702227780,310,161,10293,4,1,"11 декабря, близнецы"
181987,1702224180,470,101,10527,1,1,"11 декабря, рак"
181982,1702220580,678,209,18288,0,1,"11 декабря, лев"
181962,1702216980,1105,133,19798,5,1,"11 декабря, дева"
181960,1702213380,987,145,16641,2,1,"11 декабря, весы"
181958,1702209780,613,163,13238,6,1,"11 декабря, скорпион"
181957,1702206180,547,70,10965,2,1,"11 декабря, стрелец"
181954,1702199100,13,8,8257,0,2,"6+
Стартовала мощная распродажа уникальной книги рецептов из аниме от издателя True Books Space!

Любительницы и фанаты аниме будут в восторге: https://www.wildberries.ru/catalog/77553926/detail.aspx

Более 2000 отзывов от истинных фанатов!"
181953,1702198980,331,70,7903,2,1,"11 декабря, козерог"
181950,1702195380,993,221,22080,4,1,"11 декабря, водолей"
181946,1702191780,733,129,14487,10,1,"11 декабря, рыбы"
181927,1702144980,946,188,16668,4,1,"10 декабря, овен"
181923,1702141380,865,145,20473,4,1,"10 декабря, телец"
181918,1702137780,1009,151,20652,4,1,"10 декабря, близнецы"
181916,1702134180,820,158,14485,9,1,"10 декабря, рак"
181914,1702130580,364,43,9465,2,1,"10 декабря, лев"
181905,1702126980,626,87,12030,6,1,"10 декабря, дева"
181904,1702123381,483,138,9595,1,1,"10 декабря, весы"
181900,1702119780,308,77,8085,2,1,"10 декабря, скорпион"
181897,1702116180,554,88,11027,5,1,"10 декабря, стрелец"
181894,1702112580,1317,147,27082,6,1,"10 декабря, козерог"
181893,1702108980,434,112,10166,0,1,"10 декабря, водолей"
181889,1702105380,431,137,13873,5,1,"10 декабря, рыбы"
181878,1702062180,461,90,11292,1,1,"9 декабря, овен"
181874,1702058580,1083,165,19222,2,1,"9 декабря, телец"
181872,1702054980,186,70,11710,0,1,"9 декабря, близнецы"
181868,1702051380,1986,390,33646,5,1,"9 декабря, рак"
181861,1702047780,908,183,16909,7,1,"9 декабря, лев"
181859,1702044180,1503,301,25953,7,1,"9 декабря, дева"
181854,1702040580,410,177,10803,2,1,"9 декабря, весы"
181825,1702036980,723,169,15087,1,1,"9 декабря, скорпион"
181821,1702033380,411,77,9795,3,1,"9 декабря, стрелец"
181819,1702029780,517,186,17531,0,1,"9 декабря, козерог"
181811,1702026180,1154,210,20426,4,1,"9 декабря, водолей"
181806,1702022580,402,89,10756,3,1,"9 декабря, рыбы"
181778,1701975780,1255,237,22686,9,1,"8 декабря, овен"
181773,1701972180,1613,203,23919,5,1,"8 декабря, телец"
181769,1701968580,867,178,14721,6,1,"8 декабря, близнецы"
181752,1701964980,527,124,15248,1,1,"8 декабря, рак"
181746,1701961380,462,113,13646,2,1,"8 декабря, лев"
181740,1701957780,734,176,15176,10,1,"8 декабря, дева"
181738,1701954180,465,128,14333,1,1,"8 декабря, весы"
181735,1701950580,670,142,15231,8,1,"8 декабря, скорпион"
181731,1701946980,296,72,8684,1,1,"8 декабря, стрелец"
181728,1701943380,492,102,11206,5,1,"8 декабря, козерог"
181726,1701939780,537,93,11307,1,1,"8 декабря, водолей"
181723,1701936180,335,69,9596,1,1,"8 декабря, рыбы"
181683,1701889380,4087,627,127310,13,1,"7 декабря, овен"
181676,1701885780,1395,279,27203,6,1,"7 декабря, телец"
181673,1701882180,1807,452,34060,15,1,"7 декабря, близнецы"
181669,1701878580,1139,324,23490,6,1,"7 декабря, рак"
181663,1701874980,1727,316,27762,10,1,"7 декабря, лев"
181662,1701871380,680,98,16040,3,1,"7 декабря, дева"
181661,1701867780,443,82,12957,0,1,"7 декабря, весы"
181658,1701864180,709,133,13553,2,1,"7 декабря, скорпион"
181654,1701860580,431,84,9296,6,1,"7 декабря, стрелец"
181649,1701856980,650,121,12732,2,1,"7 декабря, козерог"
181646,1701853380,465,110,11264,4,1,"7 декабря, водолей"
181643,1701849780,515,135,11933,3,1,"7 декабря, рыбы"
